Title,Source,DOI
NiMo/Al<sub>2</sub>O<sub>3</sub> Promoted Hybrid Catalysts of Nanosized Alumina and Beta Zeolite for Hydrocracking with Isomerization,CATALYSTS,10.3390/catal5031479
Hierarchical Macro-meso-microporous ZSM-5 Zeolite Hollow Fibers With Highly Efficient Catalytic Cracking Capability,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.54.320
Treatment of secondary urban wastewater with a low ammonium-tolerant marine microalga using zeolite-based adsorption,SCIENTIFIC REPORTS,10.1038/srep07276
Surfactant-modified siliceous zeolite Y for pertechnetate remediation,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2022.127490
Potentiation of 5-fluorouracil encapsulated in zeolites as drug delivery systems for <i>in vitro</i> models of colorectal carcinoma,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2020.126268
Hydroxyl environments in zeolites probed by deuterium solid-state MAS NMR combined with IR spectroscopy,COLLOIDS AND SURFACES B-BIOINTERFACES,10.1016/j.colsurfb.2013.07.042
Multi-objective<i>de novo</i>molecular design of organic structure-directing agents for zeolites using nature-inspired ant colony optimization,INORGANIC CHEMISTRY FRONTIERS,10.1039/d2qi00824f
Strontium adsorption characteristics of natural Zeolites for permeable reactive barrier in Fukushima Daiichi nuclear power station,CHEMICAL SCIENCE,10.1039/d0sc03075a
Sodalite cages of EMT zeolite confined neutral molecular-like silver clusters,JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,10.1080/00223131.2021.1911871
"Adsorption of heavy metal ions (Cu<SUP>2+</SUP>, Ni<SUP>2+</SUP>, Co<SUP>2+</SUP> and Fe<SUP>2+</SUP>) from aqueous solutions by natural zeolite",MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2017.02.029
MICROWAVE-ASSISTED SYNTHESIS OF LOW-SILICA/ALUMINA-RATIO ZEOLITES FROM GEOTHERMAL SILICA,HELIYON,10.1016/j.heliyon.2019.e02320
Cultivation of <i>Chlorella vulgaris</i> and <i>Arthrospira platensis</i> with Recovered Phosphorus from Wastewater by Means of Zeolite Sorption,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,10.4067/S0717-97072011000300007
"Zeolite-group minerals in phonolite-hosted deposits of the Kaiserstuhl Volcanic Complex, Germany",INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,10.3390/ijms16024250
Nanostructured Ag-zeolite Composites as Luminescence-based Humidity Sensors,AMERICAN MINERALOGIST,10.2138/am-2019-6831
Hydrodeoxygenation of raw bio-oil towards platform chemicals over FeMoP/zeolite catalysts,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,10.3791/54674
"Preparation, characterization, and performance of 4A zeolite based on opal waste rock for removal of ammonium ion",JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,10.1016/j.jiec.2019.08.019
Thermal Properties of Zeolite-Containing Composites,ADSORPTION SCIENCE & TECHNOLOGY,10.1177/0263617418803012
A comparative study of glycerol dehydration catalyzed by micro/mesoporous MFI zeolites,MATERIALS,10.3390/ma11030420
Selective Introduction of Acid Sites in Different Confined Positions in ZSM-5 and Its Catalytic Implications,JOURNAL OF CATALYSIS,10.1016/j.jcat.2013.01.003
The effect of zeolite incorporation on the physical properties of silver-reinforced glass ionomer cement,ACS CATALYSIS,10.1021/acscatal.8b02112
"Rational design, synthesis, characterization and catalytic properties of high-quality low-silica hierarchical FAU- and LTA-type zeolites",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,10.1007/s10856-022-06659-2
SSZ-70 borosilicate delamination without sonication: effect of framework topology on olefin epoxidation catalysis,SCIENTIFIC REPORTS,10.1038/s41598-018-34479-4
Controllable synthesis of NaP zeolite and its application in calcium adsorption,DALTON TRANSACTIONS,10.1039/c8dt03044h
Influence of zeolite crystal expansion/contraction on NaA zeolite membrane separations,SCIENCE CHINA-MATERIALS,10.1007/s40843-015-0075-9
Porosity of micro-mesoporous zeolites prepared via pseudomorphic transformation of zeolite Y crystals: A combined isothermal sorption and thermodesorption investigation,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2010.10.043
Cyclic Microwave-Assisted Metathetic Synthesis and Characterization of Ag-SrWO<sub>4</sub>/Zeolite Composites,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2012.12.016
Catalytic conversion of rubber wastes to produce aromatic hydrocarbons over USY zeolites: Effect of SiO<sub>2</sub>/Al<sub>2</sub>O<sub>3</sub> mole ratio,ASIAN JOURNAL OF CHEMISTRY,10.14233/ajchem.2014.15831
"Assessment of Zeolite, Biochar, and Their Combination for Stabilization of Multimetal-Contaminated Soil",ENERGY CONVERSION AND MANAGEMENT,10.1016/j.enconman.2019.111857
"Removal of Hexavalent Chromium from Aqueous Solutions Using Natural Zeolite Coated with Magnetic Nanoparticles: Optimization, Kinetics, and Equilibrium Studies",ACS OMEGA,10.1021/acsomega.0c03710
Large-Scale Screening of Zeolite Structures for CO<sub>2</sub> Membrane Separations,ADSORPTION SCIENCE & TECHNOLOGY,10.1155/2022/8625489
Diethyl ether cracking and ethanol dehydration: Acid catalysis and reaction paths,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja400267g
Factors Controlling the Acidity of Zeolites,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2015.03.008
Effect of Stannic Species Modification on the Acidity of Silicalite-1 and Its Enhancement in Transforming Ethylenediamine to Heterocyclic Amines,CATALYSIS LETTERS,10.1007/s10562-014-1438-7
Influence of Synthesis Method on LTA Time-Dependent Stability,CATALYSTS,10.3390/catal10020211
Catalytic Flash Pyrolysis of Biomass Using Different Types of Zeolite and Online Vapor Fractionation,MOLECULES,10.3390/molecules23092122
Effect of Oxygen Concentration in NH3-SCR Reaction over Fe- and Cu-loaded Beta Zeolites,ENERGIES,10.3390/en9030187
A new method for the removal of ammonium from drinking water using hybrid method of modified zeolites/catalytic ozonation,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.55.57
Sulfuric acid improves the reactivity of zeolites <i>via</i> dealumination,DESALINATION AND WATER TREATMENT,10.5004/dwt.2019.24619
Zeolite-based hemostat QuikClot releases calcium into blood and promotes blood coagulation <i>in vitro</i>,CONSTRUCTION AND BUILDING MATERIALS,10.1016/j.conbuildmat.2020.120648
Characterization and Use of Absorbent Materials as Slow-Release Fertilizers for Growing Strawberry: Preliminary Results,ACTA PHARMACOLOGICA SINICA,10.1038/aps.2012.159
Comparison of Adsorption Capacity and Removal Efficiency of Strontium by Six Typical Adsorption Materials,SUSTAINABILITY,10.3390/su12176854
Modulation of ODH Propane Selectivity by Zeolite Support Desilication: Vanadium Species Anchored to Al-Rich Shell as Crucial Active Sites,SUSTAINABILITY,10.3390/su14137723
Estimating CO<sub>2</sub>/N<sub>2</sub> Permselectivity through Si/Al = 5 Small-Pore Zeolites/PTMSP Mixed Matrix Membranes: Influence of Temperature and Topology,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,10.3390/ijms23105584
Insights on the Anomalous Adsorption of Carbon Dioxide in LTA Zeolites,MEMBRANES,10.3390/membranes8020032
Production of aromatics from biomass by computer-aided selection of the zeolite catalyst,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/jp507431c
The Synergistic Effect of Acidic Properties and Channel Systems of Zeolites on the Synthesis of Polyoxymethylene Dimethyl Ethers from Dimethoxymethane and Trioxymethylene,GREEN CHEMISTRY,10.1039/d0gc01031f
Single Gas Permeance Performance of High Silica SSZ-13 Zeolite Membranes,NANOMATERIALS,10.3390/nano9091192
Eco-friendly bench-scale zeolitization of an Al-containing waste into gismondine-type zeolite under effluent recycling,MEMBRANES,10.3390/membranes8030043
Mechanism of Zeolite Hydrolysis under Basic Conditions,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2017.05.201
Cobalt Based Catalysts Supported on Two Kinds of Beta Zeolite for Application in Fischer-Tropsch Synthesis,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.1c02799
Ion-exchanged zeolite P as a nanostructured catalyst for biodiesel production,CATALYSTS,10.3390/catal9060497
EU-7 zeolite: a synthetic BIK type zeolite with high hydrothermal stability,ENERGY REPORTS,10.1016/j.egyr.2019.03.003
A comprehensive evaluation of sedimentary zeolites from Turkey as pozzolanic addition of cement- and lime-based binders,CHEMICAL COMMUNICATIONS,10.1039/c8cc02227e
Methylcellulose-Directed Synthesis of Nanocrystalline Zeolite NaA with High CO<sub>2</sub> Uptake,CONSTRUCTION AND BUILDING MATERIALS,10.1016/j.conbuildmat.2015.12.055
Effect of the supporting zeolite structure on Cr biosorption: Performance of a single-step reactor and of a sequential batch reactor-A comparison study,MATERIALS,10.3390/ma7085507
The chemo enzymatic functionalization of chitosan zeolite particles provides antioxidant and antimicrobial properties,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2010.07.015
"N<sub>2</sub>O Formation during NH<sub>3</sub>-SCR over Different Zeolite Frameworks: Effect of Framework Structure, Copper Species, and Water",ENGINEERING IN LIFE SCIENCES,10.1002/elsc.201700120
"Yield, Quality Components, and Nitrogen Levels of Silage Corn Fertilized with Urea and Zeolite",INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,10.1021/acs.iecr.1c02732
Improving the hydrothermal stability of zeolite Y by La<SUP>3+</SUP> cation exchange as a catalyst for the aqueous-phase hydrogenation of levulinic acid,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,10.1080/00103624.2011.571980
Zeolite Surface Methoxy Groups as Key Intermediates in the Stepwise Conversion of Methane to Methanol,RSC ADVANCES,10.1039/d0ra08907a
Hierarchical SAPO-34 Preparation Based on the Crystal Metastability in Mother Liquor Solution,CHEMCATCHEM,10.1002/cctc.201901315
Graphene-oxide loading on natural zeolite particles for enhancement of adsorption properties,ADVANCED MATERIALS INTERFACES,10.1002/admi.202002029
TITANIUM OXIDE INCORPORATION ON ZEOLITES FOR HETEROGENEOUS PHOTOCATALISIS,RSC ADVANCES,10.1039/c9ra00572b
Electrocatalytic activity of starch/Fe<sub>3</sub>O<sub>4</sub>/zeolite bionanocomposite for oxygen reduction reaction,QUIMICA NOVA,10.1590/S0100-40422010000700019
Effect of Zeolite Topology and Reactor Configuration on the Direct Conversion of CO<sub>2</sub> to Light Olefins and Aromatics,ARABIAN JOURNAL OF CHEMISTRY,10.1016/j.arabjc.2017.10.014
Effect of the Nature and Location of Copper Species on the Catalytic Nitric Oxide Selective Catalytic Reduction Performance of the Copper/SSZ-13 Zeolite,ACS CATALYSIS,10.1021/acscatal.9b01466
Synthesis of zeolite A from coal fly ash using ultrasonic treatment - A replacement for fusion step,CHEMCATCHEM,10.1002/cctc.201300775
Nickel loaded zeolites FAU and MFI: Characterization and activity in water-phase hydrodehalogenation of TCE,ULTRASONICS SONOCHEMISTRY,10.1016/j.ultsonch.2016.01.016
Critical Role of Dynamic Flexibility in Ge-Containing Zeolites: Impact on Diffusion,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2018.09.026
Extinction coefficients of C=C and C=C bands in ethyne and ethene molecules interacting with Cu<SUP>+</SUP> and Ag<SUP>+</SUP> in zeolites - IR studies and quantumchemical DFT calculations,CHEMISTRY-A EUROPEAN JOURNAL,10.1002/chem.201600983
Role of the ionic environment in enhancing the activity of reacting molecules in zeolite pores,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,10.1016/j.saa.2014.09.027
"Synthesis of ZSM-5 zeolite from fly ash and its adsorption of phenol, quinoline and indole in aqueous solution",SCIENCE,10.1126/science.abh3418
IMPACT OF NATURAL ZEOLITE ON THE PROPERTIES AND RESISTANCE TO ALKALI SILICA REACTION OF MORTAR,MATERIALS RESEARCH EXPRESS,10.1088/2053-1591/ab8fec
Ab initio investigation of the relative stability of silicogermanates and their (Alumino)Silicates counterparts,CERAMICS-SILIKATY,10.13168/cs.2021.0033
Structural characterization of a non-heme iron active site in zeolites that hydroxylates methane,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2020.110425
Fast Pyrolysis of Jatropha Residues over Zeolite Catalysts,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.1721717115
Consolidation and swell characteristics of dispersive soils stabilized with lime and natural zeolite,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.55.69
2D Zeolite Coatings: Langmuir-Schaefer Deposition of 3nm Thick MFI Zeolite Nanosheets,SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,10.1515/secm-2014-0202
Magnetic Induction Assisted Heating Technique in Hydrothermal Zeolite Synthesis,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201411791
"Study of Cu<SUP>2+</SUP>, Ni<SUP>2+</SUP>, and Zn<SUP>2+</SUP> competitive adsorption on synthetic zeolite: an experimental and theoretical approach",MATERIALS,10.3390/ma15020689
"Reactivity, Selectivity, and Stability of Zeolite-Based Catalysts for Methane Dehydroaromatization",DESALINATION AND WATER TREATMENT,10.5004/dwt.2021.27255
Characterization and catalytic performance of modified nano-scale ZSM-5 for the acetone-to-olefins reaction,ADVANCED MATERIALS,10.1002/adma.202002565
Desilication of ZSM-5 and ZSM-12 Zeolites with Different Crystal Sizes: Effect on Acidity and Mesoporous Initiation,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2014.01.031
Synergistic Effect of 4A Zeolite from Rice Husk Ash without Aging Time and Silane on the Adhesion Properties of a Warm Mix Asphalt,MATERIALS RESEARCH-IBERO-AMERICAN JOURNAL OF MATERIALS,10.1590/1980-5373-MR-2018-0872
Synthesis and Characterization of Crystalline NaY-Zeolite from Belitung Kaolin as Catalyst for <i>n</i>-Hexadecane Cracking,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,10.21577/0103-5053.20170112
Experimental and Computational Approaches for the Structural Study of Novel Ca-Rich Zeolites from Incense Stick Ash and Their Application for Wastewater Treatment,CRYSTALS,10.3390/cryst9080404
Coupling of Anaerobic Digestion and Struvite Precipitation in the Same Reactor: Effect of Zeolite and Bischofite as Mg<SUP>2+</SUP> Source,ADSORPTION SCIENCE & TECHNOLOGY,10.1155/2021/6066906
Deactivation of Sn-Beta during carbohydrate conversion,FRONTIERS IN ENVIRONMENTAL SCIENCE,10.3389/fenvs.2021.706730
Intracrystalline mesoporosity over Y zeolites. Processing of VGO and resid-VGO mixtures in FCC,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2018.07.023
Host-Guest and Guest-Guest Interactions of P- and N-Containing Structure Directing Agents Entrapped inside MFI-Type Zeolite by Multinuclear NMR Spectroscopy,CATALYSIS TODAY,10.1016/j.cattod.2017.04.010
Conversion of Ethanol into Propylene over TON Type Zeolite,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.9b05689
"A Comparative Study of MFI Zeolite Derived from Different Silica Sources: Synthesis, Characterization and Catalytic Performance",JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.56.22
Effect of natural zeolite (clinoptilolite) on the performance and litter quality of broiler chickens,CATALYSTS,10.3390/catal9010013
Effect of red mud added to zeolite LTA synthesis: Where is Fe in the newly-formed material?,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,10.3906/vet-1212-9
Finely Iron-Dispersed Particles on β Zeolite from Solvated Iron Atoms: Promising Catalysts for NH<sub>3</sub>-SCO,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2020.110058
Thermal Properties of Illite-Zeolite Mixtures up to 1100 °C,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.9b01474
"Direct Atomic-Level Imaging of Zeolites: Oxygen, Sodium in Na-LTA and Iron in Fe-MFI",MATERIALS,10.3390/ma15093029
Performance and onsite regeneration of natural zeolite for ammonium removal in a field-scale non-sewered sanitation system,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202006122
Usage of micronized zeolite in high performanced concrete,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2021.145938
High pressure intrusion extrusion of electrolyte solutions in aluminosilicate FAU and BEA-type zeolites,JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,10.17341/gazimmfd.686689
"Experimental and computational studies on zeolite-Y encapsulated iron(III) and nickel(II) complexes containing mixed-ligands of 2,2′-bipyridine and 1,10-phenanthroline",MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2015.08.040
<SUP>17</SUP>O-EPR determination of the structure and dynamics of copper single-metal sites in zeolites,RSC ADVANCES,10.1039/c5ra14954a
"Evolution of Morphology, Fractal Dimensions, and Structure of (Titanium) Aluminosilicate Gel during Synthesis of Zeolites Y and Ti-Y",NATURE COMMUNICATIONS,10.1038/s41467-021-24935-7
Large calcium isotope fractionations by zeolite minerals from Iceland,FRACTAL AND FRACTIONAL,10.3390/fractalfract6110663
Effects of dietary Zeolite supplementation on milk yield and composition and blood minerals status in lactating dairy cows,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-021-00274-9
Influence of partial dealumination of BEA zeolites on physicochemical and catalytic properties of AgAlSiBEA in H<sub>2</sub>-promoted SCR of NO with ethanol,JOURNAL OF APPLIED ANIMAL RESEARCH,10.1080/09712119.2018.1563548
Nanocrystalline SSZ-39 zeolite as an efficient catalyst for the methanol-to-olefin (MTO) process,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2015.12.031
Influence of ion mobility on the redox and catalytic properties of Cu ions in zeolites,CHEMICAL COMMUNICATIONS,10.1039/c5cc09719c
An overview on the effects of metal promoters and acidity of ZSM-5 in performance of the aromatization of liquid hydrocarbons,CHEMICAL SCIENCE,10.1039/d2sc03565k
